email_index,priority,reasoning
14484,1,"Informational attachment, no urgent action required"
14486,1,Informational announcement with no required action
14487,2,Requires a response to volunteer but not urgent
14488,1,"No actionable request, just a forwarded message"
14490,2,Needs a response but not urgent
14491,1,Message is a self‑promotional statement with no actionable request
14492,3,Urgent request to join a call via phone
14493,2,"User requests deletion of messages, not urgent"
14494,2,Request for desk coverage before upcoming Friday
14495,3,Meeting scheduled for tomorrow requires immediate confirmation
14496,1,"Meeting notice only, no immediate action required"
14497,2,Request for confirmation requires a response but is not urgent
14498,2,Request for help with no urgent deadline
14500,3,Threat of death requires immediate attention
14502,2,Requires action on tasks but no urgent deadline
14504,1,Message contains no clear request or urgent action
14505,1,Informational update with no action required
14506,2,Needs clarification on payment terms but not urgent
14507,1,"Provides contact info, no urgent action required"
14508,2,Requires action to prepare market details before decisions are made
14509,1,Informational announcement with no required action
14510,2,Request for comments requires a response but is not urgent
14513,2,Request for speaker interest requires a response but is not urgent
14514,1,Simple print request with no urgent deadline
14515,2,Invitation requires RSVP
14516,1,"Scheduled outage notification, informational only"
14517,1,Informational schedule with no required action
14518,1,"Just sending an attachment, no urgent action required"
14519,1,Informational content with no required action
14520,2,Need to coordinate call to discuss draft consent
14521,2,Request to increase deliveries for June requires action
14522,2,Request for status update requiring a response but not urgent
14523,2,Needs persuasive follow-up but not urgent
14524,2,Request for system setup requires response
14525,1,Forwarded message with no actionable content
14526,2,Needs a response to coordinate wine and meeting details
14527,2,"The email asks about interest in a candidate, requiring a response but not urgent"
14528,2,"Provides data and requests assistance, but not urgent"
14529,2,Needs clarification about deal ticket status
14530,1,Informational follow-up with no urgent action required
14531,3,Urgent request for a meeting today on confidential strategic matters
14532,2,Requires response to review and sign the confidentiality agreement
14533,1,"Sender states nothing required, no action needed"
14535,3,Meeting requires confirmation by tomorrow
14536,2,Requires a response but not urgent
14537,2,Requires sending an update memo but not urgent
14538,1,"Informational content, no action required"
14539,3,Approval overdue for 45 days requires immediate action
14540,1,"Informational filing notice with promotional content, no action required"
14541,2,Needs review and possible feedback but not urgent
14542,3,Legal response required promptly
14543,2,Request for a future presentation requires preparation but is not urgent
14544,1,"Just an informational comment, no action required"
14545,2,Requires review and approval but not urgent
14546,2,Request for information and response needed but not urgent
14548,2,"User asks about expense report training and schedule, requiring a response"
14549,1,Informational announcement about program suspension
14550,1,"Informational notice of staff departures, no action required"
14551,2,The email reports SAP process issues that need a response but are not marked as urgent
14552,2,"Promotional training info, not urgent"
14553,2,Sender asks for clarification and expects a response
14555,2,Meeting invitation requires a response
14556,2,Forwarded nomination likely requires a response but not urgent
14557,2,The email contains a request for action but is not time-sensitive
14558,2,Needs contact info within a day
14559,1,Informational update with no action required
14561,2,Requires action but not urgent
14562,2,Likely requires a response but no urgent deadline indicated
14563,2,Sender expresses concern and requests a response
14564,2,Request for parking space needs a response but is not urgent
14565,1,Informational update about budget constraints with no immediate action required
14567,1,FYI forwarded message with no required action
14568,2,Requires action to amend and resend agreement
14569,2,Error retrieving price data requires follow‑up
14570,1,Informational email with no required action
14571,2,Contains review comments but no urgent deadline
14572,1,"Informational cancellation, no action required"
14573,2,"Request for a call, not time-sensitive"
14574,1,"No action required, just a farewell note"
14575,1,Informational status update with no required action
14576,3,Urgent request for information needed this morning
14577,2,The email asks a question that requires a response but is not urgent
14578,1,Informational schedule update with no action required
14579,1,Promotional informational email with no required action
14580,1,"Informational roster change notification, no action required"
14581,2,Attorney's questions need a timely response
14582,1,It's an informational reminder with no urgent action required
14583,2,Time-sensitive ticket purchase requires prompt response
14584,2,Contains volume requirement request needing response
14585,3,Parsing error in schedule file requires immediate attention
14586,3,Requires immediate response before tomorrow's event
14587,2,Request for document review before Monday
14588,1,Informational announcement with no required action
14589,1,"Newsletter informational, no action required"
14590,2,Requires response to execute agreement but not urgent
14591,1,Informational update with no immediate action needed
14592,3,Schedule variances detected requiring immediate action
14593,1,Informational email with no required action
14594,2,Invitation to attend meetings requires response but is not urgent
14595,2,"Request to review an attachment and call, but no urgent deadline indicated"
14597,2,Requires review and response but no immediate deadline
14598,3,Urgent deadline for bankruptcy claim filing requires immediate action
14599,1,Informational notice with no urgent action required
14600,1,"Informational update about a meeting, no immediate action required"
14601,2,Requires clarification and response regarding audit details before shift change
14603,1,"Just a notice of absence, no action required"
14604,1,Informational forward with no action required
14605,2,"Bid package sent, response needed but not urgent"
14606,2,Contains personal contact info and a potential visa issue needing a response
14607,2,"User requests to locate and forward a report, needing a response but not urgent"
14608,2,Needs a response to schedule a discussion
14609,3,Requires immediate name change implementation
14610,2,Requires response to address regulatory concerns but not urgent
14611,3,Urgent same-day conference call coordination needed
14612,2,Requires a response to discuss meeting attendance but not urgent
14613,2,Request for setting up an approval system requires a response but is not urgent
14614,2,Requires a response about candidate interest but not urgent
14615,2,Request requires a response but has no urgent deadline
14616,2,Legal update may require response but no immediate deadline
14617,3,Urgent request to confirm effective date to avoid gaps in trades
14618,1,"Informational RSVP decline, no action required"
14619,1,Informational FYI with no required action
14621,1,The email is a vague statement with no clear action required
14622,1,"Informational announcement about analyst rotations, no urgent action required"
14623,1,Informational content with no actionable request
14624,1,The email is a thank‑you note with no actionable request
14625,2,Needs response to coordinate lunch plans
14626,3,Meeting time tomorrow requires immediate confirmation
14629,3,"Need to coordinate dinner for tomorrow, requires immediate response"
14630,2,Upcoming meeting requires preparation and response
14631,3,Rescheduled call requires immediate attention
14632,1,Informational update with no required action
14633,2,Payroll status change request requires action but is not urgent
14635,1,Informational announcement with no required action
14636,3,Execution of GSA is required before processing the tasking letter
14637,1,Brief status update with no urgent action required
14638,1,Informational email with no required action
14639,3,Detected load schedule variances require immediate attention
14640,1,Informational email with no clear action required
14641,1,"Informational email sharing article, no action required"
14642,1,Email contains only forwarding headers with no actionable request
14644,1,Informational email with no required action
14645,2,"Request to schedule a follow‑up meeting, not urgent"
14646,2,"Request asks for action to investigate a deal, requiring a response"
14647,2,Contains a request for action but not time-sensitive
14648,2,Informal negotiation comment requiring a response but not urgent
14649,2,Requires providing feedback but not urgent
14650,1,Forwarded email contains no actionable request
14651,2,"Need clarification on correct cp name, not urgent"
14652,1,Informational schedule update with no required action
14653,1,Provides status update with no immediate action required
14654,3,Requires immediate attention for this afternoon's discussion
14655,1,"Informational notice about a future forum, no immediate action required"
14656,1,Informational forward with no required action
14657,1,FYI informational email with no required action
14658,1,"Promotional email, no action required"
14659,2,Contains comments that need to be reviewed
14660,2,"Needs a response to discuss indemnity and changes, but not urgent"
14661,1,"FYI only, no action required"
14662,1,Informational forward with no clear action required
14663,1,Unsolicited content with no actionable request
14664,3,"Reporting is due today, requiring immediate attention"
14665,2,"Request for information about team resources, not urgent"
14666,2,Requires a response to share the paper but not urgent
14667,2,Follow-up question requiring a response but not urgent
14668,2,Invitation requires a response but no urgent deadline
14669,1,Informational forward with no required action
14670,2,Request for clarification and modification requiring a response
14671,2,Requires a response to the forwarded comments
14673,1,Provides daily data with no action required
14674,1,"Provides updated roster, no action needed"
14675,2,Upcoming due diligence requires preparation but is not immediate
14676,2,Requires a response but not urgent
14679,3,Urgent request to prevent supply cuts for Citizens
14680,2,Contains revised draft needing review
14681,2,Needs a response to confirm contract details but not urgent
14682,2,"Request for product setup, not urgent"
14683,1,Informational notice with no required action
14684,3,Urgent request regarding deal assignment
14685,2,"The email requests clarification and a label change, requiring a response but not urgent"
14686,2,Question about formula needs a response
14687,2,Request for a generic document requires a response
14688,2,Needs review and response but not urgent
14689,1,"Informational praise, no action required"
14690,2,"Sender requests assistance and a response, but it is not urgent"
14691,2,"User requests medication assistance, requiring a response but not urgent"
14692,3,Urgent request about a large payment pending
14693,2,"Request for purchase information, needs a response but not urgent"
14694,1,Informational reply with no required action
14695,1,Email is informational and contains no actionable request
14696,2,The email asks a question that requires a response but is not time‑critical
14697,3,Urgent deadline requires immediate action
14698,1,Informational announcement with no required action
14699,1,"Informational press release, no action required"
14700,3,Deadline approaching this Wednesday requires immediate action
14701,2,Requires response to address confidential information request
14703,1,Undeliverable notice is informational with no required action
14705,2,Needs to schedule a call but not urgent
14706,1,Informational schedule update with no action required
14709,1,Informational update with no required action
14710,2,Needs follow-up to monitor FERc response
14711,3,"Agreement needs to be signed by tomorrow, requiring immediate action"
14712,1,Informational overview with no clear action required
14713,2,"Request for assistance with entering data, not urgent"
14714,2,Request for credit approval requires a response but no urgent deadline
14715,2,Needs clarification on contract terms
14716,2,Request for action and confirmation but not urgent
14717,3,High importance meeting request requiring immediate attention
14718,1,The email is a casual comment with no actionable request
14720,2,Requested draft needs review but not urgent
14721,2,Needs a response to confirm attendance for upcoming dates
14722,2,Requires review and response but no urgent deadline
14723,2,The email contains multiple questions that need answers but no urgent deadline
14724,1,Informational content with no required action
14725,2,Request for an updated document requiring a response
14726,2,Reminder about upcoming meeting requiring preparation
14727,1,Informational email with no actionable request
14728,1,Informational internal note with no required action
14729,2,Request for shift coverage next week requires a response but is not urgent
14730,1,"Informal personal update, no action required"
14731,2,"Request to change ticket, needs response"
14732,1,Informational announcement with no required action
14733,1,The email provides a brief suggestion with no urgent deadline
14735,1,"Informational confirmation, no action required"
14736,1,"Informational promotional email, no immediate action needed"
14737,1,Informational forward with no immediate action required
14738,2,Vacation request needs approval
14739,3,Deal is on fastest track and requires discussion at tomorrow's meeting
14740,1,Informational update with no required action
14741,2,Request for frames requires a response but is not urgent
14742,2,Invitation to schedule a tennis game requires a response before Thursday
14743,2,Needs a clarification response but not urgent
14744,2,Request for access requires a response but is not urgent
14745,1,"Just forwarding data, no action required"
14748,3,Time-sensitive payment guarantee with Feb 4 deadline
14749,1,FYI forward with no action required
14750,2,Request for status update requires a response but is not urgent
14751,3,Urgent request for immediate reply
14752,2,Needs clarification on schedule and meeting contacts
14753,2,"Request to add an enhancement and assign requirements, not urgent"
14756,2,Request for feedback on a deal memo
14758,1,Invitation is informational with no urgent action required
14759,2,Requires arranging a meeting and addressing a payment issue
14760,1,Informational course offering with no urgent action required
14762,2,Request for document edit requires a response but is not urgent
14763,1,"Reservation confirmation, no action required"
14764,2,Needs a response to schedule a call and meeting
14765,2,Needs clarification response but not urgent
14766,1,"Informational content, no action required"
14767,1,The email is a thank‑you note with no required action
14768,2,Request for clarification on business review topics
14769,1,Email appears to be informational with no actionable request
14770,2,Needs acknowledgment and possible follow‑up but not urgent
14771,1,Informational email with no action required
14772,1,Forwarded informational email with no action required
14774,2,"Reminder about upcoming deadline, not urgent"
14775,2,Meeting invitation requiring attendance
14776,2,Request to send an executed copy requires action but is not urgent
14777,1,Informational weekly report with no urgent action required
14778,1,Informational note with no action required
14779,1,"Informational note, no action required"
14782,2,Requires distribution to relevant personnel
14783,2,Requires review and response but not urgent
14785,1,Informal reply with no action required
14786,2,Meeting invitation requires response but not urgent
14787,3,Urgent request for same-day response
14788,2,Needs response about interest in football game tickets
14789,1,"Informational notification, no action required"
14790,2,Needs response to confirm attendance for upcoming meeting
14791,2,"Request for information, requires response but not urgent"
14792,1,"Promotional course information, no immediate action required"
14793,2,Expresses concerns that may need a response but not urgent
14794,2,Forwarded agreement likely requires review but no urgent deadline indicated
14795,2,Requires response but not urgent
14797,1,Informational update with no required action
14798,1,The email is an agreement with no actionable request
14799,2,Needs a response to continue discussion
14801,2,Regulatory update likely requires review and response
14802,1,The email is a compliment with no actionable request
14803,2,Likely requires a response regarding the presentation but no immediate deadline indicated
14804,1,"Informational order confirmation, no action required"
14805,2,Meeting invitation requires RSVP but is not urgent
14806,2,"Request for legal involvement and keeping someone informed, but no urgent deadline"
14807,1,"Informational update, no action required"
14808,2,Upcoming meeting on Nov 6 requires preparation
14809,1,"Informational email sharing pictures, no action required"
14811,2,Request for list format requires a response but is not urgent
14813,1,Promotional email with no required action
14814,2,Request to add payment terms requires action but is not urgent
14815,3,Potential confidential leak requires immediate attention
14816,2,Needs a response to coordinate departure time
14817,2,Requires review and response but no urgent deadline
14818,1,"Informational position report, no action required"
14819,1,"Informational award notice, no action required"
14821,2,Meeting invitation requires a response but is not urgent
14822,2,Suggestion requires a response but is not urgent
14823,1,Informational notice about upcoming speech
14824,1,"Informational about upcoming seminar dates, no action required"
14825,2,Needs a response but not urgent
14826,2,Requires action to call management when letters arrive
14827,1,"Informational news about a potential acquisition, no action required"
14829,2,Requires follow‑up on document review but no immediate deadline
14830,3,Requires immediate correction before Tuesday's presentation
14831,2,Meeting scheduling requires response but is not urgent
14833,2,Requires a response but not urgent
14834,2,Requires sending drafts but no urgent deadline
14836,1,"FYI with attached press release, no action required"
14837,2,Request for discussion without urgent deadline
14838,3,Crawler failure requires immediate manual intervention
14839,2,"Request for a call, not urgent"
14840,1,Provides informational update with no immediate action required
14841,2,Needs response to arrange delivery
14842,1,Informational update with no required action
14843,2,Needs clarification and a response but not urgent
14844,2,"Request to update email lists, not time-sensitive"
14845,2,Needs review and response but not urgent
14846,2,Meeting invitation requires timely RSVP
14847,2,Requires a response to schedule an interview
14848,1,Informational log with no required action
14849,1,The email is informal and lacks a clear actionable request
14850,1,Informational update with no required action
14852,3,Urgent request to reinstate two employees who were let go
14853,3,Urgent request to print and fax documents before a landing
14854,2,Needs a response to resend attachment promptly
14855,2,"Request for review of proposed language, requires response but not urgent"
14856,2,"Requires a response to arrange sending presentations, but not urgent"
14857,1,Message is a thank you with no required action
14859,2,Requires a response but not urgent
14860,3,Timing is critical and requires immediate attention
14861,2,The email asks for a response but provides no urgent deadline
14862,2,Needs course recommendations before upcoming registration deadline
14863,1,Informational update with no required action
14865,1,Informational update about security measures
14866,2,Requires signing and returning NDA
14867,2,"User cannot log in and needs assistance, requiring a response but not urgent"
14868,2,RSVP needed for upcoming lunch event
14869,1,Informational forward with no required action
14871,2,Request requires action and coordination while sender is away
14872,2,Needs clarification to complete the form
14873,2,"Request to post and circulate information, not time-sensitive"
14875,1,Informational notice with no required action
14876,2,Needs a response about draft availability
14878,1,Informational notification about expense status change
14879,2,Requires a response to address the disagreement
14880,1,"Informational greeting, no action required"
14882,2,"Sender offers assistance after a briefing, requiring a coordinating response"
14883,1,Informational announcement about upcoming training
14885,2,Request for status update requires a response but is not urgent
14886,2,Invitation requires registration but not urgent
14887,1,"Informational forward, no action required"
14888,2,"Request for review and response, not urgent"
14889,3,Meeting scheduled for tonight requires immediate attention
14890,2,Request requires ordering equipment but no urgent deadline
14891,2,"Request for index copy and collaboration, needs a response"
14894,1,Informational invitation with no urgent action required
14895,2,Request to add items promptly but no urgent deadline
14896,2,Request for preparation requires response but is not urgent
14898,2,Requires clarification on trade details
14899,2,Needs policy guidance response but not urgent
14900,1,"Informational announcement about new trading service, no action required"
14902,1,"Informational FYI, no action needed"
14903,1,Email is informational with no clear actionable request
14905,1,Informational announcement about stock options
14906,2,Needs a response but not urgent
14907,1,"Promotional email, no action required"
14908,2,Request for assistance without urgent deadline
14909,1,"Informational update, no immediate action required"
14910,1,Informational report with no required action
14911,2,Requires action on non-payments but not immediately urgent
14912,2,Request for missing contract details requires a response
14913,2,"Request to schedule annuities, not urgent"
14914,2,Requires a courteous reply but not time-sensitive
14915,1,Informational forwarded email with no immediate action required
14916,1,Unsolicited promotional content with no required action
14917,2,Needs RSVP for upcoming working lunch
14920,2,Requires clarification response but not urgent
14921,1,Email only provides documents with no urgent request
14922,1,"Message is vague and likely misdirected, no action required"
14923,1,Informational FYI with no required action
14924,1,Informational FYI with no action required
14925,2,Request for contract review requires a response but has no urgent deadline
14926,1,Informational course announcement with no required action
14927,1,Informational memo with no action required
14929,1,"General internal comment, no immediate action required"
14931,2,"User requests status update and action, requiring a response but not urgent"
14932,1,"Unsolicited promotional spam, no action required"
14933,2,Needs cost evaluation and response but not urgent
14934,2,Request for schedule copy requires a response but is not time-sensitive
14935,3,Deadline extension requires timely action
14936,2,"Request to forward documents, not time-sensitive"
14937,1,"No action required, just a friendly follow‑up"
14938,2,User needs to confirm registration but it is not urgent
14939,1,"No actionable request, just forwarded information"
14940,2,Potential business opportunity requires review
14941,2,Needs a response and discussion but not urgent
14942,1,"Just a date correction, no immediate action required"
14943,1,"FYI forwarded proposal, no action needed"
14944,1,Informational update with no required action
14947,1,Promotional announcement with no required action
14948,2,Needs response to discuss killed deals process
14949,2,Reply about meeting time requires a scheduling response but is not urgent
14950,1,Informational newsletter with no required action
14951,2,Needs response about fee and compliance
14952,2,Requires a response to discuss contract amendment but no immediate deadline
14954,1,Informational content with no required action
14955,1,Informational update with no immediate action required
14956,1,Message lacks a clear request or urgency
14957,1,The email is informational with no required action
14958,1,"Informational email with attachment, no urgent action required"
14959,1,"Informational survey request, no urgent action required"
14960,1,Informational schedule with no urgent response required
14961,2,Requires a response to counsel's question but not urgent
14963,2,"Request to review a warrant swap, requires response but not urgent"
14964,1,Informational content with no required action
14965,2,Requires clarification and response but not urgent
14966,3,Urgent call scheduled for tomorrow requires immediate attention
14967,2,Need to confirm meeting time
14968,2,Registration needed within a week
14969,1,"Promotional event announcement, no action required"
14970,1,"Informational seminar announcement, no action required"
14971,1,Informational product update with no required action
14972,1,Informational update with no required action
14973,1,"Informational announcement, no action required"
14976,2,Upcoming call requires acknowledgement
14977,2,"Resending a document requested, not urgent"
14978,2,Requires review of attached notice but no urgent deadline
14979,2,Requires a response but not urgent
14981,2,"Request asks recipients to review an attachment, requiring a response but no urgent deadline"
14982,2,Requires a response but not urgent
14983,1,Informational notice with optional participation
14984,2,Requires database update but not urgent
14985,1,Email contains only a forwarded notice with no actionable request
14986,1,"Informational meeting announcement, no immediate action required"
14987,1,Informational newsletter with no required action
14988,2,Scheduling request requires a timely response
14989,2,"Needs a response to confirm wine order, but not urgent"
14990,1,Informational content with no required action
14991,2,Needs response to set up trading accounts promptly
14992,1,"Promotional clearance sale email, no action required"
14993,2,Request to distribute materials requires a response but has no urgent deadline
14994,1,Informational update with no clear action required
14995,2,Request for receipt requires a response but is not urgent
14996,2,Contains charts that may need review but no urgent deadline
14997,1,Informational forward with no action required
14998,2,Needs response about visa status but not urgent
14999,2,Needs clarification about missing information
15000,1,Simple acknowledgment with no required action
15001,2,Needs response to arrange meeting
15002,3,Missing final schedule requires immediate attention
15003,1,Informal message with no required action
15004,1,Informational forward with no action required
15005,2,"Request for information about a donation program, requires a response but not urgent"
15006,2,"Requires clarification on document handling, needs a response"
15007,1,Informational forward with no clear action required
15008,1,Informational email with no required action
15009,1,"Informational update, no action required"
15010,1,"Informational confirmation, no action required"
15011,3,"Approval overdue for 2 days, requires immediate action"
15012,1,The email is only an FYI with no required action
15013,2,Request for feedback but not urgent
15016,1,Weekly budget brief is informational with no urgent action required
15017,3,Urgent request to submit a real-time schedule for the same day
15018,2,Requires coordination of calls early next week
15019,2,Requires a response to confirm next steps
15020,1,"Informational notice of departure, no urgent action needed"
15021,2,Needs response to arrange return of tax document
15022,2,Schedule variances detected require review
15023,2,Request for approval of revised nomination requires a response
15024,1,Informational update with no required action
15025,1,Informational announcement of leadership change
15026,3,Time-sensitive invitation requiring same-day response
15027,3,Urgent migration request with 48-hour deadline
15028,1,"Informational announcement about awards ceremony, no action required"
15029,1,"Provides agenda information, no immediate action required"
15030,2,Needs response but not urgent
15031,1,Task priority marked as 1 (low)
15032,3,Urgent request to update schedule immediately
15033,1,"FYI only, no action required"
15034,1,"Generic job opportunity email, no immediate action required"
15035,2,Requires follow‑up on request approval but not urgent
15038,2,Requires forwarding document for review
15039,2,Clarification request requiring a response but not urgent
15040,2,Needs review and response but not urgent
15042,1,Informational announcement with no required action
15043,1,Informational reply with no action required
15044,1,Informational notice about parking system upgrade
15045,2,Request to add a counterparty requires action but is not urgent
15046,1,Promotional content with no actionable request
15047,1,Informational comment with no required action
15048,2,Meeting time change requires response
15049,2,Request for clarification and completion requires a response but is not urgent
15051,2,Requires participants to review and comment on the bulletin
15052,1,Informational email with no urgent action required
15053,2,"Request for a copy of a memo, requires action but not urgent"
15054,1,Informational update with no required action
15055,1,"Forwarded social event invitation, no urgent action required"
15056,1,Informational notes with no required action
15057,1,"Informational notice of RFP outcome, no action needed"
15058,1,Casual personal email with no actionable request
15060,2,Requires action on multiple tasks but no urgent deadline
15061,2,"Job opportunity request, not time-sensitive"
15062,1,Informational update with no immediate action required
15063,1,Forwarded financial information with no explicit request
15065,1,Informational announcement with no required action
15066,2,Request for information without urgent deadline
15067,1,FYI informational message with no required action
15068,2,Requires a response to schedule a meeting
15069,1,"Provides production numbers, no action needed"
15070,2,Requires action to resend original confirmation letter
15071,3,Detected variances in generation and trade schedules require immediate attention
15072,1,Informational email with no clear action required
15073,2,Invitation requires a response but is not time-sensitive
15074,2,Requires coordination with Ben to gather technical and financial details
15075,1,Informational statement with no required action
15076,1,Informational confirmation with no required action
15077,2,Needs clarification and response but not urgent
15078,2,Requires a response to confirm naming but not urgent
15079,1,Informational forward with no action required
15080,1,"No action required, just a farewell message"
15081,3,High importance request to review attached email
15082,1,Informational update with no required action
15083,1,"Informational copy of policy letter, no action required"
15084,1,The email only shares a coupon and does not require urgent action
15085,2,Request for contact details to proceed with agreement
15086,1,"Informational notice about procedures, no action required"
15087,1,"Informational email with attachments, no urgent action required"
15088,2,"Provides requested ownership info, requires response but not urgent"
15089,2,"The sender asks for clarification about providing a review, requiring a response but not urgent"
15090,2,Requires a response to address concerns about the bifurcated project plan
15091,1,Informational forward with no urgent action required
15092,1,Informational email with no immediate action required
15093,1,Informational forward with no clear action required
15094,1,Invitation is informational and not time-sensitive
15095,3,Requires urgent review before tomorrow's meeting
15097,2,Recommendation for promotion requires a timely decision
15098,2,Requires response to regulatory notification
15099,1,"Informational forward about a training seminar, no urgent action required"
15101,2,Requires follow‑up to verify contracting details before proceeding
15104,2,Question requires a response but is not urgent
15105,1,"FYI about board dinner, no action required"
15107,1,"Friendly congratulatory note, no action required"
15109,2,"The sender asks for clarification on lien notice requirements, requiring a response but not urgent"
15110,1,"Informational update about policy limits, no immediate action required"
15111,1,The email is a simple confirmation with no urgent action required
15112,1,Informational forward with no clear action required
15113,1,Humorous comment with no action required
15114,2,Casual meetup invitation requiring a response but not urgent
15115,1,"Informational update, no action needed"
15117,1,Informational notice about report availability
15118,2,Missing invoice requires follow-up
15119,2,Requires a response but not urgent
15120,1,Informational FYI with no required action
15121,1,"Informational schedule update, no action required"
15122,1,Informational update with no action required
15123,2,"User requests help understanding a message, needs a response but not urgent"
15124,2,Requires response and preparation for upcoming meeting
15125,2,Reminder to schedule simulation for tomorrow
15126,1,"Simple attendance confirmation, no action needed"
15127,1,Provides an informational update about counterparty limitations with no urgent action required
15128,1,"Informational agenda update, no action required"
15129,1,"Provides procedural instructions, no immediate action required"
15130,1,Informational update with no required action
15132,2,"Request for a call to discuss comments, requires response but not urgent"
15133,2,"Request to update directory entry, needs action but not urgent"
15134,2,Request to reserve rooms for upcoming dates
15135,2,Contains journal entries that likely need review
15136,2,Needs response about advertising strategy
15137,1,General reminder with no urgent action required
15138,1,Promotional link with no urgent request
15139,1,Promotional email with no required action
15140,2,Request for a reference requires a response but is not time-sensitive
15141,3,Meeting scheduled today requires immediate attention
15143,2,Needs a response to arrange additional chairs
15144,1,Informational announcement with no required action
15145,1,Informational announcement with no required action
15146,1,Informational forwarded email with no clear action required
15147,2,"Meeting rescheduled, requires planning to attend"
15148,1,Email is a forwarded informational message with no clear action required
15149,2,"The sender requests clarification on updating a spreadsheet, requiring a response but not urgent"
15150,2,Requires coordination and response but not urgent
15151,2,Informational recruiting update that requires response but not urgent
15153,2,Needs review of corrected ledger but not urgent
15154,1,"Informational confirmation with return number, no action required"
15155,1,Informational meeting confirmations with no required response
15156,2,Needs clarification about event date
15158,1,"Meeting reminder, informational"
15159,2,"Request for assistance, not urgent"
15160,1,The email confirms approval and requires no further action
15161,3,Meeting scheduled for today requires immediate attendance
15162,2,"Request for case study clarification, needs response but not urgent"
15163,2,Requires review and possible response but not urgent
15164,2,"Request for registration, not urgent"
15166,1,Informational outage notice with no required action
15167,3,Meeting requires immediate confirmation
15168,2,"Request to forward pictures, requires response but not urgent"
15169,1,"Informational reply confirming service, no action needed"
15170,1,Informational forward with no clear action required
15171,1,Informational update with no required action
15172,2,Meeting confirmation requires a timely response
15173,1,Informational report with no urgent action required
15174,3,Scheduled call requires immediate attention
15175,3,Regulatory complaint requires immediate action
15176,3,Manual intervention required for failed schedule download
15177,2,Requires a response but no urgent deadline indicated
15178,1,"Informational update about meetings, no action required"
15179,2,Needs clarification on contract terms
15180,3,Requires immediate approval before the 3/31 deadline
15181,3,Urgent request to update product mappings by tomorrow
15182,3,Detected variances in energy schedule require immediate action
15184,2,Needs clarification response but not urgent
15185,3,Approval overdue 27 days requires immediate attention
15186,2,Request for assistance on IBM issues requires a response but no urgent deadline
15187,3,Urgent coordination needed for a call scheduled tomorrow
15188,2,Requires action to update forms but not urgent
15189,1,"FYI only, no action required"
15191,2,Casual invitation with no urgent action required
15193,2,Needs follow-up on regional plans but not urgent
15194,1,Email contains vague commentary with no clear actionable request
15195,2,Requires a response to clarify deal ticket usage
15196,2,Requires response to contractor list after missed deadline
15197,1,"Just a thank you, no immediate action needed"
15198,2,Requires review and response but not urgent
15199,1,Informational update with no required action
15200,1,"Informational notice about procedures, no immediate action required"
15201,2,Request for files requires response but is not urgent
15202,1,"Rescheduling notice, no immediate action required"
15203,2,Sender requests a reply but it's not urgent
15205,1,Informational log with no required action
15206,3,Urgent request to attend time-sensitive recruiting workshops
15207,2,Job inquiry requires a response but is not urgent
15209,1,"Informational content, no action required"
15211,1,Promotional email with no urgent action required
15214,1,Informational notice with no required action
15216,1,"Informational update about contract draft, no immediate action required"
15217,2,Schedule update requires acknowledgment and possible action before the Dec 22 deadline
15218,2,Needs response but not urgent
15219,2,Needs a response to provide wording but not urgent
15220,1,Informal forwarded message with no action required
15221,3,Variances detected in energy import/export schedule require immediate attention
15222,1,Informational update with no required action
15223,2,Legal service of process requires a response but no immediate deadline
15224,2,"Request for verification of company name, requires response but not urgent"
15225,2,"Request for follow-up call, not urgent"
15226,1,"Informational FYI, no action required"
15228,3,Urgent request to schedule a meeting occurring soon
15229,2,Requires review of attachment but no urgent deadline
15230,2,Needs response to confirm tennis plans
15231,1,"Simple acknowledgment, no action required"
15233,1,The email is a casual suggestion with no urgent action required
15234,2,"Request for a resume, normal but not urgent"
15235,2,Needs response about nomination process
15236,1,"Automated log, no action required"
15237,1,"Informational schedule, no immediate action required"
15238,2,Requires approval response and is time-sensitive
15239,2,Needs clarification on consent process
15240,1,Informational news article with no required action
15241,2,Request to set up an ID requires action but is not urgent
15242,1,Informational email with no required action
15243,2,Request for nanny recommendation requires a response
15244,2,"Request for meeting participant list, not urgent"
15245,1,"Informational announcement, no action required"
15246,2,Requires approval but not urgent
15248,2,Forwarded email about SEC chairmanship likely needs a response but not urgent
15249,1,Informational update with no urgent action required
15250,1,"FYI about outage, no action required"
15252,2,Requires review and response but no urgent deadline
15254,1,Informational request with no urgent action required
15255,2,Clarification request requiring a response
15256,2,"Request for notification of changes, not urgent"
15257,2,Needs response to discuss government affairs support
15258,3,Request to attend upcoming meeting requires immediate action
15259,1,Informational email with no urgent action required
15260,2,Needs a response to discuss expedited agreement options
15261,2,"Request for additional contacts, requires a response but not urgent"
15262,1,"Informational, no action required"
15263,1,Informational notice with no required action
15264,2,The sender asks for clarification on COBRA amounts and needs a response to close the issue
15265,1,Informational forwarded email with no action required
15267,1,Promotional content with no required action
15271,3,Immediate response needed to adjust class plans for the upcoming April 3rd session
15272,2,Request for an update requires a response but is not urgent
15273,1,Informational news article with no required action
15274,2,Casual check-in that expects a reply but isn’t urgent
15275,2,"Request for hiring target and assistance, needs response but not urgent"
15276,2,Needs response to address empty barrels
15277,1,Informational update with no urgent action required
15278,3,Urgent invitation to attend a live event happening today
15279,2,"Instruction to book future deals, requires action but not urgent"
